symbol,date,open,close,high,low,volume,value,trades,change,marketCap,collectedAt,__v,upper,middle,lower
PROGRESLIF,2025-05-13,50.5,50.5,51.0,47.5,51247,2.527,345,-1.4,838816000.0,2025-05-13 16:30:08.610,0,50.5,50.5,50.5
PROGRESLIF,2025-05-14,50.8,47.9,50.8,47.8,18202,0.886,183,-2.6,840480000.0,2025-05-14 11:48:07.848,0,51.80000000000001,49.2,46.599999999999994
PROGRESLIF,2025-05-15,46.4,44.8,48.9,44.2,28497,1.294,173,-2.5,797208000.0,2025-05-15 09:14:38.847,0,52.39332856461368,47.73333333333333,43.07333810205297
PROGRESLIF,2025-05-17,43.2,49.2,49.2,43.2,70618,3.42,264,4.4,745.614,2025-05-17 09:28:46.494,0,52.33083916026124,48.1,43.86916083973876
PROGRESLIF,2025-05-18,50.2,47.0,51.5,46.8,45598,2.197,283,-1.6,818.844,2025-05-18 10:59:56.217,0,51.765151219708194,47.88,43.99484878029181
PROGRESLIF,2025-05-19,46.6,49.2,50.0,46.6,50074,2.416,336,2.2,782.229,2025-05-19 10:59:07.354,0,51.78057966449128,48.1,44.419420335508725
PROGRESLIF,2025-05-21,51.0,46.0,51.0,45.6,29458,1.383,333,-1.3,818.844,2025-05-21 11:16:09.392,0,51.510987546655016,47.800000000000004,44.08901245334499
PROGRESLIF,2025-05-22,46.2,48.0,48.5,46.2,11324,0.538,138,2.0,765.586,2025-05-22 10:59:38.490,0,51.29883073853636,47.825,44.351169261463646
PROGRESLIF,2025-05-24,46.3,48.7,50.1,46.3,17541,0.86,133,1.0,798.872,2025-05-24 11:14:52.585,0,51.2432364953727,47.922222222222224,44.60120794907175
PROGRESLIF,2025-05-25,49.7,49.3,50.1,47.1,34905,1.708,326,1.3,810.522,2025-05-25 11:14:13.904,0,51.31723809384577,48.06,44.80276190615423
PROGRESLIF,2025-05-26,49.4,51.7,53.8,49.4,43759,2.273,324,2.4,820.508,2025-05-26 10:59:29.230,0,52.13592230409568,48.39090909090908,44.64589587772249
PROGRESLIF,2025-05-27,51.7,50.8,53.0,49.5,28514,1.471,277,-0.9,860.452,2025-05-27 10:58:22.647,0,52.41654865467914,48.59166666666667,44.7667846786542
PROGRESLIF,2025-05-28,54.4,50.1,54.4,49.5,19220,0.958,103,-0.7,845.473,2025-05-28 11:13:16.017,0,52.469411667822556,48.70769230769231,44.94597294756207
PROGRESLIF,2025-05-29,49.5,50.6,53.5,49.5,23636,1.206,202,0.5,833.823,2025-05-29 11:13:28.157,0,52.59649483426628,48.84285714285714,45.089219451448
PROGRESLIF,2025-06-01,50.9,50.6,50.9,48.7,9959,0.502,88,0.1,842.144,2025-06-01 10:59:29.585,0,52.69080867015897,48.96,45.22919132984103
PROGRESLIF,2025-06-02,53.3,51.7,53.3,48.7,31940,1.648,293,1.4,842.144,2025-06-02 10:59:03.426,0,52.979443569715535,49.13125,45.28305643028447
PROGRESLIF,2025-06-03,53.0,52.1,53.0,51.7,17700,0.922,267,0.4,860.452,2025-06-03 10:58:54.911,0,53.292017493199396,49.30588235294118,45.31974721268297
PROGRESLIF,2025-06-04,50.0,52.6,52.9,50.0,13160,0.692,149,0.5,867.109,2025-06-04 10:59:24.640,0,53.646285985304374,49.48888888888889,45.3314917924734
