symbol,date,open,close,high,low,volume,value,trades,change,marketCap,collectedAt,__v,upper,middle,lower
LOVELLO,2025-05-13,80.7,80.0,81.5,79.5,309115,24.842,1038,-1.2,7592200000.0,2025-05-13 16:29:08.762,0,80.0,80.0,80.0
LOVELLO,2025-05-14,80.0,80.3,81.2,79.8,249561,20.059,1016,0.3,7480000000.0,2025-05-14 11:47:15.491,0,80.44999999999999,80.15,79.85000000000002
LOVELLO,2025-05-15,80.4,79.3,80.5,78.7,158522,12.6,732,-1.0,7508050000.0,2025-05-15 09:13:20.933,0,80.7046536726651,79.86666666666666,79.02867966066822
LOVELLO,2025-05-17,79.8,79.1,79.8,78.8,276192,21.906,826,-0.2,7414.55,2025-05-17 09:22:57.580,0,80.65861577864531,79.675,78.69138422135468
LOVELLO,2025-05-18,80.0,78.2,80.9,77.6,173017,13.665,667,-0.9,7395.85,2025-05-18 10:58:30.160,0,80.85186955943794,79.38,77.90813044056205
LOVELLO,2025-05-19,78.9,78.1,79.5,77.2,288609,22.493,747,-0.1,7311.7,2025-05-19 10:58:09.544,0,80.81456094590779,79.16666666666667,77.51877238742556
LOVELLO,2025-05-20,78.8,79.2,79.9,78.5,193362,15.297,589,1.1,7302.35,2025-05-20 10:58:01.413,0,80.69726056260787,79.17142857142858,77.64559658024929
LOVELLO,2025-05-21,79.0,79.4,79.8,78.7,408511,32.413,620,0.2,7405.2,2025-05-21 11:09:32.090,0,80.63527000944075,79.2,77.76472999055926
LOVELLO,2025-05-22,78.5,79.7,79.9,78.5,224295,17.842,538,0.3,7423.9,2025-05-22 10:58:16.803,0,80.64475552071892,79.25555555555555,77.86635559039217
LOVELLO,2025-05-24,79.9,78.8,80.0,77.6,124754,9.859,395,-0.9,7451.95,2025-05-24 11:09:07.039,0,80.55595690867132,79.21000000000001,77.8640430913287
LOVELLO,2025-05-25,79.7,78.9,79.7,77.6,212561,16.715,586,0.1,7367.8,2025-05-25 11:09:18.488,0,80.47745612736874,79.18181818181819,77.88618023626763
LOVELLO,2025-05-26,78.9,78.3,78.9,77.5,427044,33.418,588,-0.6,7377.15,2025-05-26 10:58:35.938,0,80.44114573156833,79.10833333333333,77.77552093509834
LOVELLO,2025-05-27,78.9,79.2,79.8,77.8,445691,35.028,814,0.7,7321.05,2025-05-27 10:57:44.330,0,80.39684088756671,79.11538461538461,77.83392834320252
LOVELLO,2025-05-28,79.8,79.3,79.9,78.1,358271,28.388,673,0.1,7405.2,2025-05-28 11:07:58.117,0,80.36706953152533,79.12857142857142,77.89007332561751
LOVELLO,2025-05-29,79.8,80.3,80.5,79.2,576879,46.227,1074,1.0,7414.55,2025-05-29 11:08:05.266,0,80.53826553853295,79.20666666666666,77.87506779480037
LOVELLO,2025-06-01,80.5,83.2,83.3,80.5,973556,79.829,1737,2.9,7508.05,2025-06-01 10:58:28.454,0,81.78000638783415,79.45625,77.13249361216585
LOVELLO,2025-06-02,83.3,83.3,84.0,82.1,589966,49.082,1058,0.1,7779.2,2025-06-02 10:57:58.671,0,82.57269002236725,79.68235294117646,76.79201585998567
LOVELLO,2025-06-03,83.3,84.8,85.8,82.1,1267074,106.336,1984,1.5,7788.55,2025-06-03 10:57:54.351,0,83.62544606240326,79.96666666666667,76.30788727093008
LOVELLO,2025-06-04,85.1,88.7,91.6,84.3,2156282,187.99,3053,3.9,7928.8,2025-06-04 10:58:20.231,0,85.8722791435992,80.44999999999999,75.02772085640078
