symbol,date,open,close,high,low,volume,value,trades,change,marketCap,collectedAt,__v,upper,middle,lower
ACI,2025-05-13,170.1,170.1,171.8,169.8,25251,4.293,250,-0.8,14977073000.0,2025-05-13 16:28:00.610,0,170.1,170.1,170.1
ACI,2025-05-14,171.7,170.0,171.8,169.7,21406,3.641,207,-0.1,14906963000.0,2025-05-14 11:46:10.634,0,170.15000000000003,170.05,169.95
ACI,2025-05-15,171.9,169.0,171.9,168.6,73921,12.5,453,-1.0,14898200000.0,2025-05-15 09:11:56.188,0,170.6933109617168,169.70000000000002,168.70668903828323
ACI,2025-05-17,170.0,166.9,170.0,166.2,32416,5.434,239,-2.1,14810.563,2025-05-17 09:15:38.142,0,171.57293606605373,169.0,166.42706393394627
ACI,2025-05-18,169.9,162.7,169.9,160.2,34573,5.713,299,-4.2,14626.527,2025-05-18 10:57:06.444,0,173.28054148978242,167.74,162.1994585102176
ACI,2025-05-19,162.7,158.8,163.0,158.0,28359,4.557,278,-3.9,14258.454,2025-05-19 10:56:52.665,0,174.61560418220546,166.25,157.88439581779454
ACI,2025-05-20,158.8,158.4,158.8,156.2,86571,13.697,383,-0.2,13916.671,2025-05-20 10:56:41.342,0,174.62426325514764,165.12857142857143,155.63287960199523
ACI,2025-05-21,159.1,159.4,159.5,158.7,54323,8.646,277,1.0,13881.617,2025-05-21 11:02:17.780,0,174.06933048417025,164.4125,154.75566951582974
ACI,2025-05-22,158.0,162.0,163.5,158.0,163539,26.41,700,2.6,13969.253,2025-05-22 10:56:47.934,0,173.37440104051964,164.14444444444445,154.91448784836925
ACI,2025-05-24,161.9,161.7,162.9,159.1,19244,3.1,159,-0.3,14197.108,2025-05-24 11:01:43.933,0,172.77828812328144,163.9,155.02171187671857
ACI,2025-05-25,161.7,162.1,164.4,161.0,41514,6.741,364,1.3,14170.817,2025-05-25 11:01:51.895,0,172.264508581095,163.73636363636362,155.20821869163225
ACI,2025-05-26,162.1,162.3,164.5,160.5,19329,3.148,241,0.6,14205.872,2025-05-26 10:57:27.253,0,171.82025666671476,163.61666666666667,155.4130766666186
ACI,2025-05-27,161.4,162.2,163.9,161.4,20850,3.381,229,-0.1,14223.399,2025-05-27 10:56:38.051,0,171.42552477661442,163.5076923076923,155.5898598387702
ACI,2025-05-28,161.8,162.0,163.8,161.0,17541,2.835,220,-0.2,14214.635,2025-05-28 11:01:06.637,0,171.0692335247496,163.4,155.73076647525042
ACI,2025-05-29,163.0,165.5,168.0,161.0,33352,5.491,334,2.2,14197.108,2025-05-29 11:01:44.909,0,171.02288714334247,163.54,156.0571128566575
ACI,2025-06-01,164.5,164.4,166.9,163.1,15017,2.47,181,-1.1,14503.836,2025-06-01 10:57:09.888,0,170.8509770014104,163.59375,156.3365229985896
ACI,2025-06-02,163.7,166.0,166.9,163.7,25608,4.245,230,2.5,14407.436,2025-06-02 10:56:41.782,0,170.86631703790707,163.73529411764707,156.60427119738708
ACI,2025-06-03,166.0,166.8,168.1,164.4,25695,4.27,306,0.8,14547.654,2025-06-03 10:56:44.340,0,170.97645750092207,163.90555555555557,156.83465361018906
ACI,2025-06-04,166.3,170.6,172.0,166.3,28826,4.888,260,3.8,14617.763,2025-06-04 10:57:15.518,0,171.10457218493121,163.93333333333334,156.76209448173546
