symbol,date,open,close,high,low,volume,value,trades,change,marketCap,collectedAt,__v,upper,middle,lower
BPPL,2025-05-13,15.6,15.1,16.5,14.7,5257995,82.018,2516,-0.8,2750628000.0,2025-05-13 16:34:31.082,0,15.1,15.1,15.1
BPPL,2025-05-14,14.9,15.5,16.4,14.9,5942810,93.437,2645,0.4,2612232000.0,2025-05-14 11:52:35.925,0,15.7,15.3,14.900000000000002
BPPL,2025-05-15,16.1,15.5,16.1,15.3,4873438,76.373,2012,,2681430000.0,2025-05-15 09:18:42.577,0,15.743790283299491,15.366666666666667,14.989543050033843
BPPL,2025-05-17,15.8,16.2,16.6,15.5,5417658,87.211,3084,0.7,2681.43,2025-05-17 09:56:35.593,0,16.36714897588774,15.575,14.782851024112258
BPPL,2025-05-18,16.3,14.9,16.8,14.7,5374431,84.556,2391,-1.3,2802.527,2025-05-18 11:05:26.853,0,16.330842298052804,15.440000000000001,14.549157701947198
BPPL,2025-05-19,15.0,15.0,15.3,13.9,5120637,74.475,2646,0.1,2577.633,2025-05-19 11:03:59.747,0,16.24352976253106,15.366666666666667,14.489803570802275
BPPL,2025-05-20,15.2,15.5,15.7,15.0,3140432,48.326,1725,0.5,2594.932,2025-05-20 11:04:13.880,0,16.202877122632863,15.385714285714286,14.568551448795711
BPPL,2025-05-21,15.6,14.8,15.7,14.6,3507947,53.199,1903,-0.7,2681.43,2025-05-21 11:46:03.641,0,16.16945682505013,15.3125,14.45554317494987
BPPL,2025-05-22,15.0,14.4,15.1,14.3,2695380,39.355,1379,-0.4,2560.333,2025-05-22 11:07:10.523,0,16.20193319153813,15.211111111111112,14.220289030684093
BPPL,2025-05-24,14.5,14.5,14.7,14.0,3397228,49.044,1614,0.1,2491.135,2025-05-24 11:46:05.360,0,16.172279032045115,15.14,14.107720967954887
BPPL,2025-05-25,14.2,15.9,15.9,14.2,5960619,92.652,1931,1.4,2508.435,2025-05-25 11:43:33.500,0,16.28597039236079,15.20909090909091,14.132211425821032
BPPL,2025-05-26,16.4,16.2,17.3,16.0,6108232,100.958,3345,0.3,2750.628,2025-05-26 11:04:21.270,0,16.459166369260014,15.291666666666666,14.124166964073318
BPPL,2025-05-27,15.8,15.8,16.5,15.6,4863432,77.944,2457,-0.4,2802.527,2025-05-27 11:03:04.020,0,16.48471794415995,15.330769230769231,14.176820517378513
BPPL,2025-05-28,15.8,15.4,16.1,14.9,3030223,46.598,1716,-0.4,2733.329,2025-05-28 11:42:48.673,0,16.448258712710718,15.335714285714285,14.223169858717855
BPPL,2025-05-29,15.4,15.5,16.0,15.1,2714028,42.141,1306,0.1,2664.131,2025-05-29 11:42:40.389,0,16.424607089675078,15.346666666666666,14.268726243658254
BPPL,2025-06-01,15.6,15.6,16.0,15.4,2589056,40.603,1171,0.1,2681.43,2025-06-01 11:05:23.053,0,16.413392477849186,15.3625,14.311607522150815
BPPL,2025-06-02,15.5,15.0,15.6,14.9,2721872,41.217,1574,-0.6,2698.73,2025-06-02 11:04:13.964,0,16.37486506524653,15.341176470588236,14.307487875929938
BPPL,2025-06-03,15.0,14.6,15.2,14.5,1743555,25.709,1016,-0.4,2594.932,2025-06-03 11:04:30.190,0,16.36039824803912,15.299999999999999,14.239601751960874
BPPL,2025-06-04,14.7,15.0,15.2,14.5,2218254,32.803,1243,0.4,2525.734,2025-06-04 11:04:50.416,0,16.360011006778976,15.294444444444443,14.228877882109911
